name,sex,event,age,bodyweightkg,weightclasskg,best3squatkg,best3benchkg,best3deadliftkg,totalkg,date
Marthe Engskar Ramsrud,F,SBD,14.0,64.7,72,70.0,57.5,97.5,225.0,2013-12-14
Lene Einarsen,F,SBD,49.5,72.0,72,90.0,50.0,105.0,245.0,2013-12-14
Martin Borgland Rønning,M,SBD,28.5,158.2,120+,312.5,252.5,315.0,880.0,2013-12-14
Isabell Adolfsen,F,SBD,16.5,62.15,63,107.5,57.5,140.0,305.0,2016-02-27
Silje Haube,F,SBD,21.5,75.95,84,117.5,90.0,137.5,345.0,2016-02-27
Anne Hellem,F,SBD,60.5,97.1,84+,115.0,57.5,130.0,302.5,2022-05-15
Ronny Andersen,M,SBD,49.5,112.4,120,190.0,145.0,240.0,575.0,2014-03-08
Finn Bjerk,M,SBD,65.0,95.0,105,130.0,112.5,140.0,382.5,2014-03-08
Einar Naveen Møen,M,SBD,16.5,82.6,83,152.5,110.0,150.0,412.5,2019-03-13
Liz Tobiassen,F,SBD,16.5,58.3,63,107.5,60.0,130.0,297.5,2021-06-05
Monica Dahle,F,SBD,42.5,55.2,57,122.5,65.0,122.5,310.0,2021-06-05
Monica S. Rasmussen,F,SBD,40.5,56.2,57,107.5,45.0,127.5,280.0,2013-12-03
Sarah Nilsen Evensen,F,SBD,23.5,71.02,72,107.5,95.0,145.0,347.5,2019-10-05
Birgitte Lorentzen,F,SBD,43.5,106.23,84+,130.0,80.0,142.5,352.5,2019-10-05
Tove Michalsen,F,SBD,59.5,82.26,84,115.0,52.5,127.5,295.0,2019-10-05
Johannes Kristensen,M,SBD,21.5,82.8,83,248.0,162.5,270.0,680.5,2019-10-05
Christoffer Nygård,M,SBD,23.5,120.16,120+,225.0,145.0,270.0,640.0,2019-10-05
Jan-Roger Johansen,M,SBD,51.5,103.92,105,270.0,135.0,265.0,670.0,2019-10-05
Sara Svanes,F,SBD,20.5,94.1,84+,140.0,85.0,145.0,370.0,2016-04-16
Siri Anita Slettmyr,F,SBD,31.5,83.1,84,155.0,82.5,162.5,400.0,2016-04-16
Mats Eirik Selfors,M,SBD,17.5,73.8,74,145.0,85.0,180.0,410.0,2016-04-16
Kristoffer Alnes Reite,M,SBD,21.5,103.4,105,225.0,170.0,217.5,612.5,2016-04-16
Marthine Myhr,F,SBD,15.0,59.6,63,72.5,65.0,100.0,237.5,2014-12-20
Mats Daniel Skrede,M,SBD,24.0,107.7,120,240.0,167.5,280.0,687.5,2014-12-20
Mina Holmefjord,F,SBD,16.5,76.6,84,120.0,75.0,150.0,345.0,2020-01-20
Anne Sofie Skjerlie Engan,F,SBD,53.5,57.0,57,82.5,55.0,115.0,252.5,2020-01-20
Kari Holmen Sunnarvik,F,SBD,53.5,63.7,72,100.0,55.0,120.0,275.0,2020-01-20
Arve Rønnekleiv,M,SBD,50.5,104.2,105,170.0,75.0,235.0,480.0,2018-09-26
Roger Eriksen,M,SBD,60.0,105.0,105,170.0,155.0,215.0,540.0,2020-09-12
Marte Kjenner,F,SBD,28.5,77.04,84,162.5,92.5,185.0,440.0,2018-05-19
Gro-Berit Stavheim,F,SBD,53.5,78.93,84,127.5,75.0,150.0,352.5,2018-05-19
Truls Moe,M,SBD,29.5,104.7,105,260.0,177.5,307.5,745.0,2018-05-19
Edvard Heimen,M,SBD,29.5,104.7,105,255.0,208.0,280.0,743.0,2018-05-19
Vidar Johansen,M,SBD,53.5,111.4,120,277.5,172.5,260.0,710.0,2018-05-19
Julie Berger Johansen,F,SBD,25.5,82.48,84,178.5,90.0,180.0,448.5,2018-05-19
Lena Sjøl,F,SBD,16.0,51.4,52,77.5,55.0,115.0,247.5,2013-09-07
Andreas Sebastian Sundquist,M,SBD,18.5,90.6,93,185.0,125.0,220.0,530.0,2013-09-07
Geir Bedin,M,SBD,49.5,87.5,93,230.0,52.5,245.0,527.5,2018-12-15
Geir Øyvind Thorsen,M,SBD,30.5,104.25,105,260.0,162.5,260.0,682.5,2017-09-23
Sunniva Nordskog,F,SBD,29.5,61.29,63,117.5,77.5,152.5,347.5,2016-02-14
Karen Tvedt,F,SBD,39.0,83.99,84,140.0,65.0,155.0,360.0,2016-02-14
Monica S. Rasmussen,F,SBD,43.5,56.38,57,137.5,65.0,148.0,350.5,2016-02-14
Siv Bjørkestrand,F,SBD,42.5,94.14,84+,140.0,102.5,191.0,433.5,2016-02-14
Anne Hellem,F,SBD,54.5,78.39,84,90.0,50.0,140.0,280.0,2016-02-14
Bjarte Vik Larsen,M,SBD,21.5,119.48,120,270.5,200.0,275.0,745.5,2016-02-14
Yngve Hopen,M,SBD,31.5,72.65,74,180.0,115.0,253.0,548.0,2016-02-14
Torgeir Skoge,M,SBD,42.5,104.63,105,202.5,142.5,202.5,547.5,2016-02-14
Ørjan Leirheim,M,SBD,40.5,135.27,120+,260.0,185.0,257.5,702.5,2016-02-14
Bengt Eide-Olsen,M,SBD,54.5,100.47,105,190.0,140.0,190.0,520.0,2016-02-14
Marte Kjenner,F,SBD,27.5,76.5,84,142.5,80.0,155.0,377.5,2017-02-18
Mathias Hergot,M,SBD,17.5,84.5,93,192.5,135.0,230.0,557.5,2017-02-18
Solveig Röngevær,F,SBD,19.5,62.1,63,100.0,57.5,120.0,277.5,2017-06-10
Sunniva Nordskog,F,SBD,30.5,61.7,63,127.5,90.0,162.5,380.0,2017-06-10
Jarle Bjørgo Onarheim,M,SBD,24.5,87.3,93,205.0,135.0,207.5,547.5,2017-06-10
Bengt Eide-Olsen,M,SBD,55.5,97.7,105,195.0,140.0,212.5,547.5,2017-06-10
Karen Tvedt,F,SBD,39.0,83.2,84,150.0,70.0,150.0,370.0,2016-04-05
Malene Joensen,F,SBD,21.5,69.2,72,125.0,75.0,130.0,330.0,2017-05-27
Signe Elisabeth Belden,F,SBD,33.5,62.3,63,140.0,85.0,160.0,385.0,2017-05-27
Isabel Carina Nakken Cloin,F,SBD,28.5,82.5,84,170.0,80.0,185.0,435.0,2017-05-27
Karen Tvedt,F,SBD,40.0,85.1,84+,150.0,75.0,160.0,385.0,2017-05-27
Vidar Johansen,M,SBD,51.5,105.0,105,250.0,172.5,270.0,692.5,2016-08-27
Tarald Knudsen Øvrebø,M,SBD,17.5,84.8,93,180.0,117.5,217.5,515.0,2013-03-02
Erik Røen,M,SBD,17.5,121.8,120+,205.0,147.5,240.0,592.5,2014-08-16
Sebastian Bruvik,M,SBD,16.0,63.3,66,110.0,90.0,150.0,350.0,2016-12-06
Kirsti Løken,F,SBD,65.5,64.8,72,100.0,55.0,125.0,280.0,2020-02-22
Mina Holmefjord,F,SBD,18.5,86.0,84+,171.0,103.0,173.0,447.0,2022-06-18
Jorill Nese,F,SBD,23.5,68.6,69,175.0,107.5,175.0,457.5,2022-06-18
Monica S. Rasmussen,F,SBD,49.5,69.0,69,140.0,62.5,135.0,337.5,2022-06-18
Camilla Hatlem,F,SBD,23.5,75.9,76,147.5,95.0,170.0,412.5,2022-06-18
Kari Holmen Sunnarvik,F,SBD,55.5,66.1,69,105.0,70.0,137.5,312.5,2022-06-18
Anne Hellem,F,SBD,60.5,97.2,84+,100.0,62.5,130.0,292.5,2022-06-18
Sebastian Bruvik,M,SBD,21.5,82.3,83,260.0,155.0,267.5,682.5,2022-06-18
Håkon Berge Berntsen,M,SBD,22.5,106.4,120,260.0,165.0,255.0,680.0,2022-06-18
Nora Kristin Larsen,F,SBD,16.5,67.65,72,67.5,50.0,115.0,232.5,2018-09-15
Terje Myrvold,M,SBD,50.5,73.4,74,142.5,102.5,160.0,405.0,2018-09-15
Maren Småbakk Arnesen,F,SBD,17.5,64.2,72,105.0,77.5,90.0,272.5,2016-08-21
Malin Narum Kvamsdal,F,SBD,21.5,49.55,52,85.0,57.5,107.5,250.0,2016-11-26
Veronica Opdal,F,SBD,30.5,70.9,72,150.0,102.5,180.0,432.5,2016-11-26
Siri Anita Slettmyr,F,SBD,31.5,82.4,84,157.5,92.5,180.0,430.0,2016-11-26
Runi Hammerø Sparby,F,SBD,38.5,91.9,84+,125.0,70.0,157.5,352.5,2016-11-26
Tove Michalsen,F,SBD,56.5,84.9,84+,110.0,55.0,132.5,297.5,2016-11-26
Bjørn Gunnar Johansen,M,SBD,44.5,109.7,120,260.0,207.5,307.5,775.0,2016-11-26
John Ivar Pettersen,M,SBD,14.5,71.3,74,135.0,92.5,162.5,390.0,2014-02-08
Jan-Roger Johansen,M,SBD,46.5,102.3,105,265.0,140.0,275.0,680.0,2014-02-08
Knut Einar Skår,M,SBD,17.5,83.0,83,207.5,127.5,250.0,585.0,2019-06-01
Fredrik Våge Hovland,M,SBD,20.5,83.3,93,170.0,125.0,227.5,522.5,2014-02-08
Marthe Engskar Ramsrud,F,SBD,14.5,65.2,72,80.0,65.0,95.0,240.0,2014-02-08
Heidi Hille Arnesen,F,SBD,43.5,83.1,84,170.0,100.0,200.0,470.0,2014-02-08
Joachim Merenyi,M,SBD,19.5,135.0,120+,245.0,185.0,270.0,700.0,2014-12-13
Alastair McColl,M,SBD,37.5,141.1,120+,280.0,207.5,290.0,777.5,2019-06-15
Elias Hanken Fiskerstrand,M,SBD,20.5,81.77,83,240.0,160.0,260.0,660.0,2022-12-10
Katrine Nystad Kvitvær,F,SBD,28.5,56.68,57,102.5,62.5,130.0,295.0,2023-02-18
Siri Anita Slettmyr,F,SBD,38.5,88.18,84+,152.5,92.5,162.5,407.5,2023-02-18
Harald Morten Haug,M,SBD,41.5,112.5,120,220.0,167.5,270.0,657.5,2011-10-01
Lena Sjøl,F,SBD,18.0,56.55,57,130.0,80.0,160.0,370.0,2015-12-12
Katrine Sundal Haune,F,SBD,19.5,62.9,63,125.0,70.0,112.5,307.5,2015-12-12
Stine Hamre,F,SBD,20.0,76.65,84,145.0,65.0,150.0,360.0,2015-12-12
Jacob Florelius,M,SBD,16.5,82.6,83,170.0,122.5,207.5,500.0,2015-12-12
Ali Hamdan,M,SBD,15.5,92.55,93,222.5,148.0,277.0,647.5,2015-12-12
Rolf Stenberg,M,SBD,61.5,103.35,105,220.5,137.5,255.0,613.0,2015-12-12
Einar Naveen Møen,M,SBD,18.5,83.0,83,195.0,155.0,200.0,550.0,2021-12-11
Sakar Hamawandi,F,SBD,28.5,49.2,52,80.0,65.0,127.5,272.5,2019-02-08
Manuela Pischel-Bakker,F,SBD,45.0,67.2,69,157.5,82.5,175.0,415.0,2022-10-08
John Ivar Pettersen,M,SBD,17.5,83.22,93,180.0,120.0,200.0,500.0,2017-12-16
Stine Liverød,F,SBD,23.5,71.5,72,147.5,87.5,152.5,387.5,2016-12-10
Karoline Tanche-Larsen,F,SBD,20.5,76.85,84,117.5,65.0,130.0,312.5,2016-06-11
Eilen Pollen,F,SBD,37.5,82.5,84,160.0,95.0,175.0,430.0,2019-02-09
Manuela Pischel-Bakker,F,SBD,41.0,62.2,63,142.5,77.5,155.0,375.0,2019-02-09
Charito A Kløvstad,F,SBD,70.5,54.75,57,70.0,42.5,122.5,235.0,2022-02-05
Stian Björge,M,SBD,34.5,80.0,83,180.0,145.0,200.0,525.0,2022-02-05
Terje Wang,M,SBD,75.5,72.9,74,92.5,75.0,115.0,282.5,2022-02-05
Bjørn Andre S. Westbye,M,SBD,21.5,149.9,120+,300.0,160.0,300.0,760.0,2023-02-04
Anja Wiggen Skancke,F,SBD,16.5,76.0,76,165.0,62.5,165.0,392.5,2022-12-03
Emma Elise Aas,F,SBD,14.5,50.87,52,70.0,37.5,95.0,202.5,2018-12-15
Jacob Florelius,M,SBD,19.5,92.56,93,225.0,185.0,275.0,685.0,2018-12-15
Ruben Hoffman Gjelsnes,M,SBD,44.5,100.08,105,235.0,142.5,250.0,627.5,2018-12-15
Ruth Sandbak Berge,F,SBD,18.5,57.4,63,75.0,30.0,80.0,185.0,2014-02-15
Julie Dahle,F,SBD,37.5,61.3,63,127.5,77.5,130.0,335.0,2016-12-10
Lene Alexandra Øien,F,SBD,35.0,57.1,63,82.5,65.0,95.0,242.5,2016-12-10
Tormod Andersen,M,SBD,58.5,83.3,93,215.0,130.0,240.0,585.0,2015-12-19
Karen Hesthammer,F,SBD,17.5,47.8,52,85.0,47.5,80.0,212.5,2012-04-14
Juliane Slettnes,F,SBD,16.5,61.45,63,107.5,67.5,122.5,297.5,2018-02-17
Line Solheim,F,SBD,49.5,71.1,72,90.0,60.0,130.0,280.0,2018-02-17
Camilla Vik Nygård,F,SBD,17.5,51.34,52,92.5,56.5,118.5,267.5,2017-04-28
Selma Karoline Matilde Ramberg,F,SBD,15.5,51.13,52,90.0,58.0,97.5,245.5,2017-04-28
Natalie Bjaanes,F,SBD,17.5,62.69,63,110.0,67.5,115.0,292.5,2017-04-28
Dina Lorentzen,F,SBD,17.5,68.23,72,132.5,82.5,165.0,380.0,2017-04-28
Isabell Adolfsen,F,SBD,17.5,66.6,72,133.0,72.5,166.0,371.5,2017-04-28
Yasmina Juliette Havnen,F,SBD,14.0,68.71,72,105.0,55.0,120.0,280.0,2017-04-28
Malin Narum Kvamsdal,F,SBD,22.5,46.29,47,90.0,60.0,107.5,257.5,2017-04-28
Pernille Stenberg,F,SBD,22.5,50.6,52,105.0,80.0,122.5,307.5,2017-04-28
Irina Melkild,F,SBD,19.5,50.2,52,97.5,60.0,102.5,260.0,2017-04-28
Rebekka Tao Jacobsen,F,SBD,20.5,54.49,57,130.0,62.5,130.0,322.5,2017-04-28
Katrine Nystad Kvitvær,F,SBD,22.5,55.49,57,100.0,65.0,132.5,297.5,2017-04-28
Katrine Sundal Haune,F,SBD,21.5,62.03,63,135.0,86.5,145.0,366.5,2017-04-28
Anna Nafisa Hjelle Skjenken,F,SBD,18.5,59.27,63,110.0,65.0,150.0,325.0,2017-04-28
Silje Haube,F,SBD,22.5,69.37,72,125.0,95.0,152.5,372.5,2017-04-28
Ruth Sandbak Berge,F,SBD,21.5,69.57,72,142.5,72.5,155.0,370.0,2017-04-28
Sandra Persson,F,SBD,21.5,71.8,72,130.0,72.5,160.0,362.5,2017-04-28
Monika Kvam,F,SBD,22.5,70.98,72,117.5,77.5,132.5,327.5,2017-04-28
Karoline Tanche-Larsen,F,SBD,21.5,83.59,84,150.0,87.5,165.0,402.5,2017-04-28
Sara Svanes,F,SBD,21.5,81.76,84,147.5,92.5,142.5,382.5,2017-04-28
Monica S. Rasmussen,F,SBD,44.5,60.26,63,150.5,70.0,153.5,374.0,2017-04-28
Irene Johansen,F,SBD,48.5,61.58,63,107.5,52.5,153.0,313.0,2017-04-28
Karen Tvedt,F,SBD,40.0,83.91,84,150.0,70.0,160.0,380.0,2017-04-28
Siv Bjørkestrand,F,SBD,43.5,93.05,84+,152.5,110.0,205.5,468.0,2017-04-28
Runi Hammerø Sparby,F,SBD,39.5,94.98,84+,135.0,72.5,162.5,370.0,2017-04-28
Ellen Aaserud,F,SBD,45.5,86.72,84+,105.0,45.0,140.0,290.0,2017-04-28
Hege Henriksen Bubandt,F,SBD,55.5,53.31,57,96.0,52.5,131.0,279.5,2017-04-28
Gro-Berit Stavheim,F,SBD,52.5,71.58,72,125.0,72.5,151.5,349.0,2017-04-28
Anne Sofie Skjerlie Engan,F,SBD,50.5,70.62,72,85.0,60.0,120.0,265.0,2017-04-28
Anne Hellem,F,SBD,55.5,83.2,84,97.5,55.0,145.0,297.5,2017-04-28
Marit Pettersen,F,SBD,62.5,89.3,84+,120.5,64.0,145.0,329.5,2017-04-28
Sebastian Bruvik,M,SBD,16.5,64.73,66,155.0,101.5,177.5,434.0,2017-04-28
Hans Jørgen Fjeld,M,SBD,17.5,71.42,74,147.5,127.5,165.0,440.0,2017-04-28
Andre Sørlie Nilsen,M,SBD,17.5,82.45,83,200.5,117.5,237.5,555.5,2017-04-28
Ali Hamdan,M,SBD,17.5,92.34,93,260.0,157.5,267.5,685.0,2017-04-28
Mathias Hergot,M,SBD,17.5,89.07,93,192.5,140.0,225.0,557.5,2017-04-28
Joar Finsaas,M,SBD,17.5,98.12,105,200.0,120.0,215.0,535.0,2017-04-28
Chido Nnoli,M,SBD,19.5,81.03,83,227.5,135.0,270.0,632.5,2017-04-28
Jacob Florelius,M,SBD,18.5,82.57,83,195.0,145.0,240.0,580.0,2017-04-28
Marton Hodnefjell,M,SBD,21.5,80.38,83,160.0,125.0,200.0,485.0,2017-04-28
Sindre Mobraaten,M,SBD,21.5,90.4,93,200.0,150.0,260.0,610.0,2017-04-28
Per Jørgen Gundersen,M,SBD,18.5,91.01,93,175.0,132.5,192.5,500.0,2017-04-28
Andreas Sebastian Sundquist,M,SBD,22.5,102.07,105,222.5,155.0,245.0,622.5,2017-04-28
Kristoffer Alnes Reite,M,SBD,22.5,105.85,120,242.5,192.5,225.0,660.0,2017-04-28
Erik Røen,M,SBD,20.5,131.8,120+,292.5,180.0,318.0,790.5,2017-04-28
Geir Bedin,M,SBD,48.5,82.93,83,215.0,55.0,240.0,510.0,2017-04-28
Odd Arne Opstad,M,SBD,48.5,102.2,105,220.0,152.5,260.0,632.5,2017-04-28
Torgeir Skoge,M,SBD,43.5,104.83,105,207.5,142.5,215.0,565.0,2017-04-28
Harald Morten Haug,M,SBD,47.5,111.32,120,217.5,155.0,255.0,627.5,2017-04-28
Bjarne Havnen,M,SBD,48.5,117.86,120,200.0,160.0,230.0,590.0,2017-04-28
Geir Ottar Olsen,M,SBD,51.5,82.39,83,175.0,125.0,240.0,540.0,2017-04-28
Bengt Eide-Olsen,M,SBD,55.5,92.73,93,180.0,145.0,210.0,535.0,2017-04-28
Morten Rygh,M,SBD,58.5,91.86,93,150.0,97.5,190.0,437.5,2017-04-28
Jan-Roger Johansen,M,SBD,49.5,103.05,105,275.0,140.0,275.0,690.0,2017-04-28
Ronny Andersen,M,SBD,52.5,118.33,120,207.5,160.0,230.0,597.5,2017-04-28
Jarle Aaberg,M,SBD,58.5,105.93,120,200.0,150.0,215.0,565.0,2017-04-28
Geir Arne Giseth,M,SBD,50.5,138.6,120+,272.5,187.5,312.5,772.5,2017-04-28
Tormod Andersen,M,SBD,60.5,81.28,83,190.0,110.0,200.0,500.0,2017-04-28
Manuela Pischel-Bakker,F,SBD,40.0,55.91,57,115.0,75.0,130.0,320.0,2017-04-28
Joachim Merenyi,M,SBD,17.5,104.2,105,200.0,150.0,240.0,590.0,2012-04-18
Frida Austigard Petersen,F,SBD,23.5,65.5,69,130.0,67.5,152.5,350.0,2021-05-26
Guro Bøe,F,SBD,40.5,71.3,72,100.0,65.0,147.5,312.5,2019-08-24
Sarah Nilsen Evensen,F,SBD,23.5,71.2,72,112.5,92.5,140.0,345.0,2019-05-04
Julie Fosseide,F,SBD,26.5,57.0,57,127.5,82.5,155.0,365.0,2019-12-14
Jenny Heyerdahl Bryhni,F,SBD,26.0,83.6,84,182.5,100.0,185.0,467.5,2019-12-14
Ingeborg Gjone,F,SBD,57.5,55.6,57,85.0,50.0,120.0,255.0,2019-12-14
Fredrik Hoff Saltvik,M,SBD,16.5,90.0,93,190.0,95.0,245.0,530.0,2019-12-14
Torben H. Strømsvik,M,SBD,27.0,108.0,120,260.0,200.0,315.0,775.0,2019-12-14
Bjørn Astad,M,SBD,55.5,73.8,74,155.0,125.0,175.0,455.0,2019-12-14
Tollef Taksdal,M,SBD,33.5,103.3,110,230.0,185.0,250.0,665.0,2009-12-12
Ingvild Hansen,F,SBD,28.0,68.6,69,132.5,102.5,170.0,405.0,2022-12-17
Kirsti Løken,F,SBD,67.5,70.2,76,117.5,65.0,147.5,330.0,2022-12-17
Hans Jørgen Fjeld,M,SBD,22.5,84.6,93,210.0,162.5,220.0,592.5,2022-12-17
Tuva Lierhagen,F,SBD,18.0,83.4,84,140.0,90.0,165.0,395.0,2021-12-11
Juliane Slettnes,F,SBD,20.0,69.15,76,125.0,92.5,145.0,362.5,2021-12-11
Mazal Zarhin,F,SBD,53.5,54.8,57,80.0,50.0,105.0,235.0,2021-12-11
Charito A Kløvstad,F,SBD,70.0,54.15,57,75.0,40.0,120.0,235.0,2021-12-11
Per Nagy,M,SBD,59.5,101.7,105,160.0,115.0,190.0,465.0,2011-10-11
Tor-Herman Omland,M,SBD,34.5,115.0,120,252.5,190.0,300.0,742.5,2012-06-20
Tove Michalsen,F,SBD,57.5,85.5,84+,100.0,60.0,125.0,285.0,2017-08-19
Karen Tvedt,F,SBD,39.0,83.1,84,160.0,72.5,160.0,392.5,2016-05-03
Anna Dorthea Espevik,F,SBD,15.5,71.2,72,110.0,87.5,135.0,332.5,2014-04-16
Anne Hellem,F,SBD,52.5,73.2,84,57.5,50.0,115.0,222.5,2014-12-02
Ove Fosse,M,SBD,49.5,104.1,105,200.0,115.0,217.5,532.5,2018-12-08
Rebekka Tao Jacobsen,F,SBD,20.5,55.05,57,132.5,62.5,135.0,330.0,2017-12-09
Julie Dahle,F,SBD,38.5,61.3,63,140.0,85.0,142.5,367.5,2017-12-09
Lene Alexandra Øien,F,SBD,36.0,61.45,63,90.0,65.0,102.5,257.5,2017-12-09
Kamilla Kolvig,F,SBD,27.5,66.0,72,137.5,67.5,172.5,377.5,2017-12-09
Bjørn Andre S. Westbye,M,SBD,15.5,116.6,120,230.0,115.0,250.0,595.0,2017-12-09
Karen Tvedt,F,SBD,39.0,85.3,84+,100.0,55.0,120.0,275.0,2016-02-02
Manuela Pischel-Bakker,F,SBD,39.0,58.0,63,110.0,65.0,115.0,290.0,2016-10-07
Lene Thorén,F,SBD,40.5,123.35,84+,180.0,95.0,170.0,445.0,2021-12-11
Jøran Langset,M,SBD,43.5,73.88,74,215.0,127.5,245.0,587.5,2021-12-11
Amalie Senland,F,SBD,20.5,104.1,84+,145.0,80.0,170.0,395.0,2022-08-28
Sondre Engkvist,M,SBD,26.5,107.75,120,262.5,160.0,302.5,725.0,2022-08-28
Geir Arne Giseth,M,SBD,43.5,140.4,125+,260.0,190.0,300.0,750.0,2010-12-11
Anna Dorthea Espevik,F,SBD,14.0,69.3,72,80.0,67.5,90.0,237.5,2012-12-01
Kari Holmen Sunnarvik,F,SBD,54.5,65.1,69,105.0,60.0,130.0,295.0,2021-05-08
Rebekka Tao Jacobsen,F,SBD,25.5,56.98,57,135.0,70.0,142.5,347.5,2022-12-17
Oddbjørn Viken,M,SBD,60.5,101.04,105,180.0,117.5,200.0,497.5,2022-12-17
Johannes Kristensen,M,SBD,20.5,81.19,83,220.0,145.0,260.0,625.0,2018-06-16
Inger Hedvig Bryn,F,SBD,37.5,64.3,67.5,92.5,45.0,102.5,240.0,2010-12-11
Isabell Adolfsen,F,SBD,21.5,74.05,76,147.5,102.5,190.0,440.0,2021-06-19
Jane Kvelland Berntsen,F,SBD,51.5,60.3,63,122.5,67.5,137.5,327.5,2021-06-19
Hans Jørgen Fjeld,M,SBD,21.5,80.9,83,175.0,155.0,185.0,515.0,2021-06-19
Isak Asperud,M,SBD,19.0,85.4,93,245.0,190.0,265.0,700.0,2021-06-19
Mina Holmefjord,F,SBD,17.5,74.95,76,153.0,85.0,152.5,390.5,2021-11-07
Kari Holmen Sunnarvik,F,SBD,54.5,65.39,69,110.0,65.0,130.0,305.0,2021-11-07
Norunn Nielsen Holmvik,F,SBD,30.5,55.8,57,102.5,52.5,127.5,282.5,2014-11-29
Joachim Merenyi,M,SBD,22.5,144.7,120+,250.0,185.0,260.0,695.0,2017-12-09
Runi Hammerø Sparby,F,SBD,38.5,92.5,84+,120.0,67.5,155.0,342.5,2016-09-03
Isabell Adolfsen,F,SBD,16.5,62.7,63,115.0,60.0,140.5,315.5,2016-08-27
Pernille Stenberg,F,SBD,21.5,50.7,52,95.0,70.5,115.0,280.5,2016-08-27
Monika Kvam,F,SBD,21.5,71.2,72,117.5,72.5,125.0,315.0,2016-08-27
Germe Wimpaye,M,SBD,19.5,72.0,74,170.0,102.5,210.0,482.5,2016-08-27
Chido Nnoli,M,SBD,18.5,80.1,83,212.5,115.0,240.0,567.5,2016-08-27
Trond Borgli,M,SBD,37.5,91.6,93,190.0,170.0,205.0,565.0,2016-08-27
Ingar Merli,M,SBD,50.5,115.8,120,205.0,120.0,280.0,605.0,2016-08-27
Ronny Andersen,M,SBD,51.5,119.1,120,190.0,155.0,200.0,545.0,2016-08-27
Christoffer Nygård,M,SBD,20.5,118.1,120,210.0,120.0,240.0,570.0,2016-12-17
Andreas Michalsen,M,SBD,25.5,105.2,120,205.0,127.5,220.0,552.5,2016-12-17
Julie Fosseide,F,SBD,21.5,51.8,52,92.5,62.5,110.0,265.0,2014-12-13
Maria Letnes,F,SBD,22.5,70.3,72,145.0,102.5,175.0,422.5,2014-12-13
Kristine Andersen,F,SBD,23.5,83.0,84,142.5,87.5,160.0,390.0,2014-12-13
Julian Sagøy,M,SBD,16.5,106.6,120,210.0,150.0,270.0,630.0,2014-12-13
Truls Moe,M,SBD,25.5,100.5,105,230.0,160.0,267.5,657.5,2014-12-13
Sebastian Bruvik,M,SBD,18.5,72.6,74,227.5,135.0,240.0,602.5,2019-11-12
Germe Wimpaye,M,SBD,19.5,77.8,83,167.5,100.0,210.0,477.5,2016-06-01
Trond Borgli,M,SBD,37.5,90.9,93,200.0,170.0,210.0,580.0,2016-06-01
Sara Svanes,F,SBD,21.5,83.0,84,140.0,87.5,137.5,365.0,2017-03-18
Ingri Thingstad Storstad,F,SBD,23.5,55.7,57,105.0,70.0,145.0,320.0,2017-03-18
Veronica Opdal,F,SBD,31.5,71.1,72,150.0,100.0,182.5,432.5,2017-03-18
Siri Anita Slettmyr,F,SBD,32.5,83.7,84,160.0,92.5,185.0,437.5,2017-03-18
Birgitte Lorentzen,F,SBD,41.5,106.0,84+,100.0,75.0,110.0,285.0,2017-03-18
Mats Eirik Selfors,M,SBD,18.5,72.7,74,145.0,85.0,185.0,415.0,2017-03-18
Morten Rygh,M,SBD,58.5,92.2,93,150.0,95.0,170.0,415.0,2017-03-18
Lena Sjøl,F,SBD,17.5,56.7,57,112.5,77.5,140.0,330.0,2015-05-01
Marthe Engskar Ramsrud,F,SBD,15.5,68.7,72,100.0,80.5,105.0,285.5,2015-05-01
Rebekka Tao Jacobsen,F,SBD,18.5,54.8,57,105.0,55.0,110.0,270.0,2015-05-01
Erle Engmark,F,SBD,21.5,62.6,63,120.5,82.5,152.5,355.5,2015-05-01
Ruth Sandbak Berge,F,SBD,19.5,62.0,63,107.5,50.0,137.5,295.0,2015-05-01
Ingvild Hansen,F,SBD,20.5,62.7,63,85.0,70.0,117.5,272.5,2015-05-01
Silvia Kapstad,F,SBD,18.5,71.8,72,141.0,92.5,180.0,413.5,2015-05-01
Annemari Løberg Larsen,F,SBD,22.5,75.6,84,142.5,60.0,170.0,372.5,2015-05-01
Anna Sørlie Heranger,F,SBD,22.5,81.1,84,125.0,75.0,150.0,350.0,2015-05-01
Julie Berger Johansen,F,SBD,22.5,74.2,84,140.0,67.5,140.0,347.5,2015-05-01
Monica S. Rasmussen,F,SBD,42.5,56.7,57,125.0,62.5,147.5,335.0,2015-05-01
Sunniva Nordskog,F,SBD,28.5,60.8,63,107.5,72.5,140.0,320.0,2015-05-01
Kamilla Kolvig,F,SBD,25.5,69.5,72,142.5,67.5,167.5,377.5,2015-05-01
Eva Engskar,F,SBD,41.5,86.7,84+,130.0,117.5,155.0,402.5,2015-05-01
Gro-Berit Stavheim,F,SBD,50.5,71.5,72,120.0,67.5,148.0,335.5,2015-05-01
Anne Hellem,F,SBD,53.5,76.9,84,90.0,50.0,130.0,270.0,2015-05-01
Marit Pettersen,F,SBD,60.5,89.9,84+,100.0,57.5,136.0,293.5,2015-05-01
Hans Jørgen Fjeld,M,SBD,15.5,62.1,66,110.0,90.0,140.0,340.0,2015-05-01
Alexander Lancaster,M,SBD,17.5,82.4,83,200.0,125.0,212.5,537.5,2015-05-01
Ali Hamdan,M,SBD,15.5,90.0,93,210.0,142.5,275.0,627.5,2015-05-01
